"NúmeroDoPedido";"CódigoDoCliente";"CódigoDoFuncionário";"DataDoPedido";"DataDeEntrega";"DataDeEnvio";"Via";"Frete";"NomeDoDestinatário";"EndereçoDoDestinatário";"CidadeDeDestino";"RegiãoDeDestino";"CEPdeDestino";"PaísDeDestino"
11030;"SAVEA";7;17/4/1998 00:00:00;15/5/1998 00:00:00;27/4/1998 00:00:00;2;R$ 830,75;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"EUA"
11031;"SAVEA";6;17/4/1998 00:00:00;15/5/1998 00:00:00;24/4/1998 00:00:00;2;R$ 227,22;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"EUA"
11032;"WHITC";2;17/4/1998 00:00:00;15/5/1998 00:00:00;23/4/1998 00:00:00;3;R$ 606,19;"White Clover Markets";"1029 - 12th Ave. S.";"Seattle";"WA";"98124";"EUA"
11033;"RICSU";7;17/4/1998 00:00:00;15/5/1998 00:00:00;23/4/1998 00:00:00;3;R$ 84,74;"Richter Supermarkt";"Starenweg 5";"Genève";;"1204";"Suíça"
11034;"OLDWO";8;20/4/1998 00:00:00;1/6/1998 00:00:00;27/4/1998 00:00:00;1;R$ 40,32;"Old World Delicatessen";"2743 Bering St.";"Anchorage";"AK";"99508";"EUA"
11035;"SUPRD";2;20/4/1998 00:00:00;18/5/1998 00:00:00;24/4/1998 00:00:00;2;R$ 0,17;"Suprêmes délices";"Boulevard Tirou, 255";"Charleroi";;"B-6000";"Bélgica"
11036;"DRACD";8;20/4/1998 00:00:00;18/5/1998 00:00:00;22/4/1998 00:00:00;3;R$ 149,47;"Drachenblut Delikatessen";"Walserweg 21";"Aachen";;"52066";"Alemanha"
11037;"GODOS";7;21/4/1998 00:00:00;19/5/1998 00:00:00;27/4/1998 00:00:00;1;R$ 3,20;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espanha"
11038;"SUPRD";1;21/4/1998 00:00:00;19/5/1998 00:00:00;30/4/1998 00:00:00;2;R$ 29,59;"Suprêmes délices";"Boulevard Tirou, 255";"Charleroi";;"B-6000";"Bélgica"
11039;"LINOD";1;21/4/1998 00:00:00;19/5/1998 00:00:00;;2;R$ 65,00;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
11040;"GREAL";4;22/4/1998 00:00:00;20/5/1998 00:00:00;;3;R$ 18,84;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"EUA"
11041;"CHOPS";3;22/4/1998 00:00:00;20/5/1998 00:00:00;28/4/1998 00:00:00;2;R$ 48,22;"Chop-suey Chinese";"Hauptstr. 31";"Bern";;"3012";"Suíça"
11042;"COMMI";2;22/4/1998 00:00:00;6/5/1998 00:00:00;1/5/1998 00:00:00;1;R$ 29,99;"Comércio Mineiro";"Av. dos Lusíadas, 23";"São Paulo";"SP";"05432-043";"Brasil"
11043;"SPECD";5;22/4/1998 00:00:00;20/5/1998 00:00:00;29/4/1998 00:00:00;2;R$ 8,80;"Spécialités du monde";"25, rue Lauriston";"Paris";;"75016";"França"
11044;"WOLZA";4;23/4/1998 00:00:00;21/5/1998 00:00:00;1/5/1998 00:00:00;1;R$ 8,72;"Wolski Zajazd";"ul. Filtrowa 68";"Warszawa";;"01-012";"Polônia"
11045;"BOTTM";6;23/4/1998 00:00:00;21/5/1998 00:00:00;;2;R$ 70,58;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canadá"
11046;"WANDK";8;23/4/1998 00:00:00;21/5/1998 00:00:00;24/4/1998 00:00:00;2;R$ 71,64;"Die Wandernde Kuh";"Adenauerallee 900";"Stuttgart";;"70563";"Alemanha"
11047;"EASTC";7;24/4/1998 00:00:00;22/5/1998 00:00:00;1/5/1998 00:00:00;3;R$ 46,62;"Eastern Connection";"35 King George";"London";;"WX3 6FW";"Reino Unido"
11048;"BOTTM";7;24/4/1998 00:00:00;22/5/1998 00:00:00;30/4/1998 00:00:00;3;R$ 24,12;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canadá"
11049;"GOURL";3;24/4/1998 00:00:00;22/5/1998 00:00:00;4/5/1998 00:00:00;1;R$ 8,34;"Gourmet Lanchonetes";"Av. Brasil, 442";"Campinas";"SP";"04876-786";"Brasil"
11050;"FOLKO";8;27/4/1998 00:00:00;25/5/1998 00:00:00;5/5/1998 00:00:00;2;R$ 59,41;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suécia"
11051;"LAMAI";7;27/4/1998 00:00:00;25/5/1998 00:00:00;;3;R$ 2,79;"La maison d'Asie";"1 rue Alsace-Lorraine";"Toulouse";;"31000";"França"
11052;"HANAR";3;27/4/1998 00:00:00;25/5/1998 00:00:00;1/5/1998 00:00:00;1;R$ 67,26;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brasil"
11053;"PICCO";2;27/4/1998 00:00:00;25/5/1998 00:00:00;29/4/1998 00:00:00;2;R$ 53,05;"Piccolo und mehr";"Geislweg 14";"Salzburg";;"5020";"Áustria"
11054;"CACTU";8;28/4/1998 00:00:00;26/5/1998 00:00:00;;1;R$ 0,33;"Cactus Comidas para llevar";"Cerrito 333";"Buenos Aires";;"1010";"Argentina"
11055;"HILAA";7;28/4/1998 00:00:00;26/5/1998 00:00:00;5/5/1998 00:00:00;2;R$ 120,92;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
11056;"EASTC";8;28/4/1998 00:00:00;12/5/1998 00:00:00;1/5/1998 00:00:00;2;R$ 278,96;"Eastern Connection";"35 King George";"London";;"WX3 6FW";"Reino Unido"
11057;"NORTS";3;29/4/1998 00:00:00;27/5/1998 00:00:00;1/5/1998 00:00:00;3;R$ 4,13;"North/South";"South House 300 Queensbridge";"London";;"SW7 1RZ";"Reino Unido"
11058;"BLAUS";9;29/4/1998 00:00:00;27/5/1998 00:00:00;;3;R$ 31,14;"Blauer See Delikatessen";"Forsterstr. 57";"Mannheim";;"68306";"Alemanha"
11059;"RICAR";2;29/4/1998 00:00:00;10/6/1998 00:00:00;;2;R$ 85,80;"Ricardo Adocicados";"Av. Copacabana, 267";"Rio de Janeiro";"RJ";"02389-890";"Brasil"
11060;"FRANS";2;30/4/1998 00:00:00;28/5/1998 00:00:00;4/5/1998 00:00:00;2;R$ 10,98;"Franchi S.p.A.";"Via Monte Bianco 34";"Torino";;"10100";"Itália"
11061;"GREAL";4;30/4/1998 00:00:00;11/6/1998 00:00:00;;3;R$ 14,01;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"EUA"
11062;"REGGC";4;30/4/1998 00:00:00;28/5/1998 00:00:00;;2;R$ 29,93;"Reggiani Caseifici";"Strada Provinciale 124";"Reggio Emilia";;"42100";"Itália"
11063;"HUNGO";3;30/4/1998 00:00:00;28/5/1998 00:00:00;6/5/1998 00:00:00;2;R$ 81,73;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlanda"
11064;"SAVEA";1;1/5/1998 00:00:00;29/5/1998 00:00:00;4/5/1998 00:00:00;1;R$ 30,09;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"EUA"
11065;"LILAS";8;1/5/1998 00:00:00;29/5/1998 00:00:00;;1;R$ 12,91;"LILA-Supermercado";"Carrera 52 con Ave. Bolívar #65-98 Llano Largo";"Barquisimeto";"Lara";"3508";"Venezuela"
11066;"WHITC";7;1/5/1998 00:00:00;29/5/1998 00:00:00;4/5/1998 00:00:00;2;R$ 44,72;"White Clover Markets";"1029 - 12th Ave. S.";"Seattle";"WA";"98124";"EUA"
11067;"DRACD";1;4/5/1998 00:00:00;18/5/1998 00:00:00;6/5/1998 00:00:00;2;R$ 7,98;"Drachenblut Delikatessen";"Walserweg 21";"Aachen";;"52066";"Alemanha"
11068;"QUEEN";8;4/5/1998 00:00:00;1/6/1998 00:00:00;;2;R$ 81,75;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brasil"
11069;"TORTU";1;4/5/1998 00:00:00;1/6/1998 00:00:00;6/5/1998 00:00:00;2;R$ 15,67;"Tortuga Restaurante";"Avda. Azteca 123";"México D.F.";;"05033";"México"
11070;"LEHMS";2;5/5/1998 00:00:00;2/6/1998 00:00:00;;1;R$ 136,00;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Alemanha"
11071;"LILAS";1;5/5/1998 00:00:00;2/6/1998 00:00:00;;1;R$ 0,93;"LILA-Supermercado";"Carrera 52 con Ave. Bolívar #65-98 Llano Largo";"Barquisimeto";"Lara";"3508";"Venezuela"
11072;"ERNSH";4;5/5/1998 00:00:00;2/6/1998 00:00:00;;2;R$ 258,64;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Áustria"
11073;"PERIC";2;5/5/1998 00:00:00;2/6/1998 00:00:00;;2;R$ 24,95;"Pericles Comidas clásicas";"Calle Dr. Jorge Cash 321";"México D.F.";;"05033";"México"
11074;"SIMOB";7;6/5/1998 00:00:00;3/6/1998 00:00:00;;2;R$ 18,44;"Simons bistro";"Vinbæltet 34";"København";;"1734";"Dinamarca"
11075;"RICSU";8;6/5/1998 00:00:00;3/6/1998 00:00:00;;2;R$ 6,19;"Richter Supermarkt";"Starenweg 5";"Genève";;"1204";"Suíça"
11076;"BONAP";4;6/5/1998 00:00:00;3/6/1998 00:00:00;;2;R$ 38,28;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"França"
11077;"RATTC";1;6/5/1998 00:00:00;3/6/1998 00:00:00;;2;R$ 8,53;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"EUA"
